,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
4509,GO:0010556,8.83826801885188e-11,1,119,3256,regulation of macromolecule biosynthetic process,BP,ID1;RGS2;HES1;SNAI2;TSC22D3;CDK5R1;IVNS1ABP;SERTAD3;IRF2BPL;TXNIP;SERPINE1;MYC;ZNF503;ID3;ZNF57;CYP1B1;HR;HES2;NOG;SERTAD1;PPP1R3D;ZNF557;HIST1H2AG;ZNF750;HSPB1;ZNF419;ZNF296;HIST1H4L;FHL2;ZNF222;ZNF561;RBAK;POU3F1;GDNF;ZNF526;ZNF841;ZNF574;TFCP2L1;BAG3;BRPF1;NR2F2;ZNF696;HOXA9;ZFP36L2;BCDIN3D;ZNF398;FOS;ZNF256;RNF168;ZNF416;RBM15;FOXQ1;ZNF3;ZKSCAN4;COL1A1;TOB1;ZNF200;HIST1H3J;TLE3;HIST1H2AB;ADGRF1;ZNF549;MN1;PAK6;ZNF570;ZNF93;SIAH2;UPF1;AKIRIN2;ZBTB7B;ZNF581;SEC14L2;HIST1H4B;PIK3R1;IMP3;ZNF776;SOX9;ERF;CEBPA;ZNF530;CIART;KCTD1;ZBTB34;ZNF780A;ZNF275;GZF1;ZNF160;TGIF1;ZNF169;ZNF783;SOX15;CIPC;NR1D1;ING2;ZNF589;HIST1H1C;HOXA5;HIST1H1D;HIST1H4K;PER2;ZNF672;BRF2;TRIM26;NACC2;HIC1;ZNF16;KRT17;SOX12;ZNF766;ZNF701;ZNF845;ZNF510;HIST1H4D;NOTCH3;KLF16;CLU;HIST1H2AH;ZNF14;IRX5
6074,GO:0019219,1.11391422477971e-10,1,119,3268,regulation of nucleobase-containing compound metabolic process,BP,ID1;HES1;SNAI2;TSC22D3;CDK5R1;PTHLH;IVNS1ABP;SERTAD3;IRF2BPL;TXNIP;SERPINE1;MYC;ZNF503;ID3;ZNF57;CYP1B1;HR;HES2;NOG;SERTAD1;ZNF557;HIST1H2AG;ZNF750;HSPB1;ZNF419;ZNF296;HIST1H4L;FHL2;ZNF222;ZNF561;RBAK;POU3F1;GDNF;ZNF526;ZNF841;ZNF574;AHNAK2;TFCP2L1;BAG3;BRPF1;NR2F2;ZNF696;HOXA9;ZFP36L2;BCDIN3D;ZNF398;FOS;ZNF256;RNF168;ZNF416;RBM15;FOXQ1;ZNF3;ZKSCAN4;COL1A1;TOB1;ZNF200;HIST1H3J;TLE3;HIST1H2AB;ADGRF1;ZNF549;MN1;PAK6;ZNF570;ZNF93;SIAH2;UPF1;AKIRIN2;ZBTB7B;ESRP2;ZNF581;SEC14L2;HIST1H4B;PIK3R1;ZNF776;SOX9;ERF;CEBPA;ZNF530;CIART;KCTD1;ZBTB34;ZNF780A;ZNF275;DDIT4;GZF1;ZNF160;TGIF1;ZNF169;ZNF783;SOX15;CIPC;NR1D1;ING2;ZNF589;HIST1H1C;HOXA5;HIST1H1D;HIST1H4K;PER2;ZNF672;BRF2;TRIM26;NACC2;HIC1;ZNF16;SOX12;ZNF766;ZNF701;ZNF845;ZNF510;HIST1H4D;NOTCH3;KLF16;CLU;HIST1H2AH;ZNF14;IRX5
7321,GO:0031326,1.23664277739111e-10,1,121,3351,regulation of cellular biosynthetic process,BP,ID1;RGS2;HES1;SNAI2;TSC22D3;CDK5R1;PTHLH;IVNS1ABP;SERTAD3;IRF2BPL;TXNIP;SERPINE1;MYC;ZNF503;ID3;ZNF57;CYP1B1;HR;HES2;NOG;SERTAD1;PPP1R3D;ZNF557;HIST1H2AG;ZNF750;HSPB1;ZNF419;ZNF296;HIST1H4L;FHL2;ZNF222;ZNF561;RBAK;POU3F1;GDNF;ZNF526;ZNF841;ZNF574;TFCP2L1;BAG3;BRPF1;NR2F2;ZNF696;HOXA9;ZFP36L2;BCDIN3D;ZNF398;FOS;ZNF256;RNF168;ZNF416;RBM15;FOXQ1;ZNF3;ZKSCAN4;COL1A1;TOB1;ZNF200;HIST1H3J;TLE3;HIST1H2AB;ADGRF1;ZNF549;MN1;PAK6;ZNF570;ZNF93;SIAH2;UPF1;AKIRIN2;ZBTB7B;ZNF581;SEC14L2;HIST1H4B;PIK3R1;IMP3;ZNF776;SOX9;ERF;CEBPA;ZNF530;CIART;KCTD1;ZBTB34;ZNF780A;ZNF275;DDIT4;GZF1;ZNF160;TGIF1;ZNF169;ZNF783;SOX15;CIPC;NR1D1;ING2;ZNF589;HIST1H1C;HOXA5;HIST1H1D;HIST1H4K;PER2;ZNF672;BRF2;TRIM26;NACC2;HIC1;ZNF16;KRT17;SOX12;ZNF766;ZNF701;ZNF845;ZNF510;HIST1H4D;NOTCH3;KLF16;CLU;HIST1H2AH;ZNF14;IRX5
284,GO:0000786,1.23942064331616e-10,0.999999999989391,16,84,nucleosome,CC,HIST1H2AG;HIST1H4L;HIST1H2BJ;HIST1H2BI;HIST1H3J;HIST1H2AB;HIST1H4B;HIST1H2BO;HIST1H2BE;HIST1H1C;HIST1H1D;HIST1H4K;HIST2H2BE;HIST3H2BB;HIST1H4D;HIST1H2AH
18094,GO:1902679,1.34187847951921e-10,1,52,926,negative regulation of RNA biosynthetic process,BP,ID1;HES1;SNAI2;TSC22D3;CDK5R1;IRF2BPL;TXNIP;MYC;ID3;HR;HES2;NOG;HIST1H2AG;ZNF296;HIST1H4L;FHL2;RBAK;TFCP2L1;BAG3;NR2F2;ZNF256;RNF168;FOXQ1;TOB1;HIST1H3J;HIST1H2AB;ZNF93;SIAH2;AKIRIN2;HIST1H4B;ZNF776;SOX9;ERF;CEBPA;CIART;KCTD1;GZF1;TGIF1;SOX15;CIPC;NR1D1;ZNF589;HIST1H1C;HIST1H1D;HIST1H4K;PER2;NACC2;HIC1;HIST1H4D;NOTCH3;KLF16;HIST1H2AH
18443,GO:1903507,1.34187847951921e-10,1,52,926,negative regulation of nucleic acid-templated transcription,BP,ID1;HES1;SNAI2;TSC22D3;CDK5R1;IRF2BPL;TXNIP;MYC;ID3;HR;HES2;NOG;HIST1H2AG;ZNF296;HIST1H4L;FHL2;RBAK;TFCP2L1;BAG3;NR2F2;ZNF256;RNF168;FOXQ1;TOB1;HIST1H3J;HIST1H2AB;ZNF93;SIAH2;AKIRIN2;HIST1H4B;ZNF776;SOX9;ERF;CEBPA;CIART;KCTD1;GZF1;TGIF1;SOX15;CIPC;NR1D1;ZNF589;HIST1H1C;HIST1H1D;HIST1H4K;PER2;NACC2;HIC1;HIST1H4D;NOTCH3;KLF16;HIST1H2AH
4340,GO:0009889,1.52580749288752e-10,1,122,3401,regulation of biosynthetic process,BP,ID1;RGS2;HES1;SNAI2;TSC22D3;CDK5R1;PTHLH;IVNS1ABP;SERTAD3;IRF2BPL;TXNIP;SERPINE1;MYC;ZNF503;ID3;ZNF57;CYP1B1;HR;HES2;NOG;SERTAD1;PPP1R3D;ZNF557;HIST1H2AG;ZNF750;HSPB1;ZNF419;ZNF296;HIST1H4L;FHL2;ZNF222;ZNF561;RBAK;POU3F1;GDNF;ZNF526;ZNF841;ZNF574;CTGF;TFCP2L1;BAG3;BRPF1;NR2F2;ZNF696;HOXA9;ZFP36L2;BCDIN3D;ZNF398;FOS;ZNF256;RNF168;ZNF416;RBM15;FOXQ1;ZNF3;ZKSCAN4;COL1A1;TOB1;ZNF200;HIST1H3J;TLE3;HIST1H2AB;ADGRF1;ZNF549;MN1;PAK6;ZNF570;ZNF93;SIAH2;UPF1;AKIRIN2;ZBTB7B;ZNF581;SEC14L2;HIST1H4B;PIK3R1;IMP3;ZNF776;SOX9;ERF;CEBPA;ZNF530;CIART;KCTD1;ZBTB34;ZNF780A;ZNF275;DDIT4;GZF1;ZNF160;TGIF1;ZNF169;ZNF783;SOX15;CIPC;NR1D1;ING2;ZNF589;HIST1H1C;HOXA5;HIST1H1D;HIST1H4K;PER2;ZNF672;BRF2;TRIM26;NACC2;HIC1;ZNF16;KRT17;SOX12;ZNF766;ZNF701;ZNF845;ZNF510;HIST1H4D;NOTCH3;KLF16;CLU;HIST1H2AH;ZNF14;IRX5
12920,GO:0051253,1.78703264449071e-10,1,54,992,negative regulation of RNA metabolic process,BP,ID1;HES1;SNAI2;TSC22D3;CDK5R1;IRF2BPL;TXNIP;MYC;ID3;HR;HES2;NOG;HIST1H2AG;ZNF296;HIST1H4L;FHL2;RBAK;GDNF;TFCP2L1;BAG3;NR2F2;BCDIN3D;ZNF256;RNF168;FOXQ1;TOB1;HIST1H3J;HIST1H2AB;ZNF93;SIAH2;AKIRIN2;HIST1H4B;ZNF776;SOX9;ERF;CEBPA;CIART;KCTD1;GZF1;TGIF1;SOX15;CIPC;NR1D1;ZNF589;HIST1H1C;HIST1H1D;HIST1H4K;PER2;NACC2;HIC1;HIST1H4D;NOTCH3;KLF16;HIST1H2AH
11454,GO:0045892,3.50378442991389e-10,1,50,893,negative regulation of transcription, DNA-templated,BP,ID1;HES1;SNAI2;TSC22D3;CDK5R1;IRF2BPL;TXNIP;MYC;ID3;HR;HES2;NOG;HIST1H2AG;ZNF296;HIST1H4L;FHL2;RBAK;TFCP2L1;BAG3;NR2F2;ZNF256;RNF168;FOXQ1;HIST1H3J;HIST1H2AB;ZNF93;AKIRIN2;HIST1H4B;ZNF776;SOX9;ERF;CEBPA;CIART;KCTD1;GZF1;TGIF1;SOX15;CIPC;NR1D1;ZNF589;HIST1H1C;HIST1H1D;HIST1H4K;PER2;NACC2;HIC1;HIST1H4D;NOTCH3;KLF16;HIST1H2AH
11007,GO:0044815,3.74015941493535e-10,0.999999999965315,16,91,DNA packaging complex,CC,HIST1H2AG;HIST1H4L;HIST1H2BJ;HIST1H2BI;HIST1H3J;HIST1H2AB;HIST1H4B;HIST1H2BO;HIST1H2BE;HIST1H1C;HIST1H1D;HIST1H4K;HIST2H2BE;HIST3H2BB;HIST1H4D;HIST1H2AH
17321,GO:0140110,4.17727032420677e-10,1,66,1402,transcription regulator activity,MF,ID1;HES1;SNAI2;TSC22D3;IVNS1ABP;MYC;ID3;HR;HES2;ZNF557;ZNF750;ZNF419;ZNF296;FHL2;ZNF222;ZNF561;RBAK;POU3F1;ZNF841;TFCP2L1;NR2F2;ZNF696;HOXA9;ZFP36L2;ZNF398;FOS;ZNF256;FHL3;ZNF416;FOXQ1;ZNF3;ZKSCAN4;TOB1;ZNF200;ZNF549;ZNF570;ZNF93;SIAH2;ZBTB7B;ZNF776;SOX9;ERF;CEBPA;ZNF530;KCTD1;ZNF780A;ZNF275;GZF1;ZNF160;TGIF1;ZNF169;SOX15;NR1D1;ZNF589;HOXA5;PER2;ZNF672;BRF2;NACC2;HIC1;ZNF16;SOX12;ZNF701;KLF16;ZNF14;IRX5
15984,GO:0080090,4.92560501595999e-10,1,147,4505,regulation of primary metabolic process,BP,ID1;SPRY4;TIPARP;RGS2;HES1;SNAI2;TSC22D3;CDK5R1;DUSP4;PTHLH;IVNS1ABP;SERTAD3;MIDN;IRF2BPL;TXNIP;SERPINE1;MYC;ZNF503;ID3;ZNF57;ANGPTL4;CYP1B1;HR;HES2;NOG;DUSP5;SERTAD1;FLRT3;PPP1R3D;ZNF557;HIST1H2AG;ZNF750;HSPB1;ZNF419;ZNF296;HIST1H4L;FHL2;ZNF222;ZNF561;TNFRSF21;RBAK;POU3F1;GDNF;ZNF526;ZNF841;ZNF574;CTGF;AHNAK2;MAP3K14;TFCP2L1;BAG3;FZD10;BRPF1;NR2F2;ZNF696;HOXA9;ZFP36L2;BCDIN3D;ZNF398;FOS;ZNF256;RNF168;ZNF416;FAM212B;RBM15;FOXQ1;ZNF3;ZKSCAN4;COL1A1;TOB1;EPHB3;ZNF200;HIST1H3J;TLE3;HIST1H2AB;ADGRF1;ZNF549;MN1;PAK6;ZNF570;ZNF93;SIAH2;UPF1;AKIRIN2;ZBTB7B;ESRP2;GADD45B;ZNF581;SEC14L2;HIST1H4B;PIK3R1;IMP3;ZNF776;SOX9;ERF;CEBPA;ZNF530;CIART;KCTD1;HSPA2;ZBTB34;TIMP3;ZNF780A;ZNF275;DDIT4;GZF1;SNX33;ZNF160;TGIF1;ZNF169;ZNF783;SOX15;PYGO2;CIPC;NR1D1;ING2;ZNF589;HIST1H1C;HOXA5;HIST1H1D;HIST1H4K;PER2;ZNF672;BRF2;DNAJB2;TRIM26;NACC2;HIC1;ZNF16;SOCS6;KRT17;SOX12;ZNF766;ZNF701;ZNF845;ZNF510;HIST1H4D;RGS3;NOTCH3;PMEPA1;KLF16;SOCS1;CLU;HIST1H2AH;ZNF14;IRX5;CISH
