"","fpool2_eGFPorf_IL17_24h1","fpool2_eGFPorf_IL17_24h2","fpool2_eGFPorf_IL17_24h3","fpool_eGFPorf_IL17_24h1","fpool_eGFPorf_IL17_24h2","fpool_eGFPorf_IL17_24h3","fpool2_TNIP1orf_IL17_24h1","fpool2_TNIP1orf_IL17_24h2","fpool2_TNIP1orf_IL17_24h3","fpool_TNIP1orf_IL17_24h1","fpool_TNIP1orf_IL17_24h2","fpool_TNIP1orf_IL17_24h3"
"EGFEM1P",1.36094059889506,1.81963814270259,1.89129910480052,1.68650061047811,1.80031938867205,1.2389160171048,2.00413593891598,1.92881758214116,1.73964194168185,1.38115748617112,1.85519685469081,1.66660722793704
"EGFL7",7.16212173761943,6.38364856620255,5.94999937349654,5.99644661503328,5.9260513210455,5.66577446846707,8.09462697406326,7.98875938871898,7.56075151577113,6.33473193176562,7.33060423832687,6.04601308237014
"EGFR",429.988494877156,406.629464627056,410.549956771261,348.231144570943,339.225180810531,360.086407751935,478.051490780128,460.267694078699,455.558697082118,396.365637810224,425.664611659613,418.075113886951
"EGFR-AS1",9.11417795017597,9.85885911742963,9.18039346490766,8.21388260288413,7.92140531015702,8.00762791543347,11.2960389284355,10.3206134805613,11.1337084267639,10.6242883551625,10.1649327663267,10.4740790018525
"EGLN1",40.7457367184338,39.7486528713313,40.2004598042272,35.8537537190532,38.9769147647499,33.6471459767365,36.7902097358148,35.999796812948,35.7697146931969,34.8343854444889,29.528549937162,33.8674052742826
"EGLN2",61.0223769544965,58.8101081694781,61.1980213983995,48.0028044130529,47.8884957386765,45.1599996966616,57.677470657634,59.1456077986419,56.5115993824805,45.4719541600954,50.1418483226154,45.302520560858
"EGLN3",1.42967497257662,1.38710120714214,1.38051029547484,1.29610695064521,1.44025551093764,1.01228503836612,0.871929272125785,0.892437985766805,1.12407633154827,1.68660577638204,1.43004757549083,1.55712208157621
"EGR1",24.496930780111,25.0274819955324,21.5635708153169,25.3599721427449,26.8997721990749,31.0182266233677,37.6621390079406,35.236906276728,35.1407672219734,33.107938586775,40.917397295125,42.2491014790171
"EGR3",2.85934994515325,2.69962708056696,1.55997663388656,2.93576032194338,2.98552965288115,3.64120439173484,0.923984751058668,1.19471536804266,1.31142238680632,4.62156543449567,5.20485784232699,5.97302298479626
"EHBP1",56.1284895483688,54.7084648150256,55.1789965101292,66.101454482906,68.5771660468328,68.5936428982414,56.6233472092431,55.3887317617849,60.1782293211022,73.9716076728187,66.0269713909055,72.7224672161141
"EHBP1L1",61.6822269418395,59.9883984422118,58.8511538960922,48.6742815079655,46.3132162735885,51.3545797821856,64.7570157925061,66.7313306776598,64.6210072029359,50.0669588737031,55.1405731810879,56.1780450993668
"EHD1",173.348090424916,169.166687004367,167.58014476769,142.165755164747,134.93393818097,133.757603651571,162.348024921928,157.846370192238,155.845154252514,117.106218394778,129.567463664066,114.606618207262
"EHD2",241.72504536334,225.128017425844,223.104268851688,216.324934786604,204.426266583711,208.364521852345,234.874320945167,234.768766900913,229.458772107836,184.318122601625,212.110840386316,192.803342741417
"EHD3",16.7024528046211,15.9889515489933,16.0139194275081,19.925692397871,19.1433961662128,19.8981999332564,17.5817380095811,17.8055772321538,16.7005626401458,21.0759320245535,24.0660258650169,20.3885672556385
"EHD4",109.782541644201,104.122080936121,107.265649958395,90.180935421399,89.7009135405849,92.4805480572986,115.224802617936,114.447974594062,111.484284739627,86.0301749559281,90.556796469595,84.7779983320674
"EHF",161.182106283278,157.234633609596,153.926897945444,175.505373714477,176.476308074578,191.63915562143,157.012338331307,149.310632683211,159.966767468191,183.574422416763,170.484860959191,186.295059041079
"EHHADH",6.70847487132108,6.24941296551137,6.93016168328367,7.13639610174534,6.61617375336978,7.35795244304924,7.3658502690029,7.52814623477482,7.93544362628722,7.5299643717214,7.08582131999961,7.28684474112619
"EHMT1",75.4978360518348,74.142796781759,74.8788784265551,74.5964205208698,72.4328500709055,71.6002805495079,76.5736095102704,77.4261923458007,76.3167537954739,68.50009916991,75.4962053367231,69.4865728903385
"EHMT1-IT1",1.25096560100455,1.52133680783332,1.53236642797707,1.09310224753211,1.08019163320323,1.02739377028203,1.67878919558547,1.90002926001965,1.4184772755252,1.14211099817997,0.992014984799945,0.839386122099678
"EHMT2",50.8634365243606,49.6820873224782,52.2108993748583,47.2376328397804,46.6882828128952,45.0391298413343,51.4438270554213,53.0280893478211,48.509246450744,41.4480049455776,47.4878861554883,41.6895107309507
"EI24",143.146206629234,140.485013656686,141.598941006854,159.202534479855,158.278079587418,152.024060537909,136.138091279221,135.117989877306,136.709092894014,149.536858598912,155.192370219482,143.972967464488
"EID1",48.7189240654957,54.0372868115697,51.0374656237047,52.8280700485875,57.1901459134821,54.9957841739204,51.2095774002233,53.4023375354007,57.5687664085794,57.477400001429,46.5731710396338,54.4262827575936
"EID2",11.7535778995482,12.4839108642793,11.2649640110747,10.7904807577812,10.6518897163096,10.6969821964658,10.8665812272393,11.9327595193658,11.1069447045841,11.328147458692,10.821981652363,9.81716812368754
"EID2B",1.27845935047717,0.999309471812081,1.21484906001786,1.186796725892,0.915162355908292,1.16337235752524,1.32741471278851,1.25229201228568,1.16422191481785,1.19523243995578,1.10796478821812,1.16784156118216
"EID3",3.82163117669521,4.71316109093459,4.54187887211221,2.95137606833669,2.88051102187528,2.94620272360288,4.50279892769435,4.56294905625931,4.71041510363086,2.54982920523899,2.66684547861803,2.37217817115126
"EIF1",283.281847691216,270.156603924361,267.197767689154,290.796429336328,300.383289999931,296.539081313609,278.692020336921,267.299570898219,263.917064414227,276.125254350673,292.502704089584,281.632291488835
"EIF1AD",28.5385119525872,30.0836896215667,29.570530529071,26.5467688686369,24.4693410243676,24.3099496527027,24.1147006156579,26.8451103783079,25.693173292532,23.1742289746981,22.3911953711988,21.4834187192468
"EIF1AX",99.3211699698664,104.062420669148,102.033515938545,102.720379775232,111.754826051817,109.553415122279,88.9367857568301,84.1338714001125,91.6256028822742,110.187150603479,82.0795775085773,100.385714196617
"EIF1AY",9.80152168699166,10.321226186477,10.367632319016,11.5556523310537,12.5722303975598,12.1625291923093,10.0467074340464,10.8531974398092,11.4013456485611,12.5897817008675,10.551432111054,11.6905806280839
"EIF1B",13.6506466131595,13.4981354028348,13.4323651749702,13.8980142900511,13.877461954347,14.1266643413779,12.9357865148213,14.0630953563576,13.1945150346024,12.6827442239752,12.5869953266175,13.1625475958239
"EIF2A",67.9095611973896,66.4615374088751,66.4853758300681,72.6132207289186,73.3930204115306,71.0563662005351,66.2926524210261,62.4994473257978,64.4068974254981,69.921097737413,66.9674531297418,70.1191537359789
"EIF2AK1",82.2750452968374,77.7074977334469,82.3198289191645,82.9196133485071,80.6243032893633,80.7863895543825,83.0284888979479,82.2482363011536,81.4152428707107,79.549359059279,80.430513637741,79.2794109815014
"EIF2AK2",117.384563373383,121.438473425283,118.130265983782,135.825762129061,139.209696729066,136.295870613444,111.854210357032,113.238865064959,114.414912318306,142.126417471186,117.328317747703,132.708162405585
"EIF2AK3",24.4556901559021,25.6688298655014,25.4289996426465,23.2518463796473,22.5339976815452,24.3099496527027,27.4072096581627,26.2693439358777,27.0179775404281,23.78512555512,21.1543974680716,22.9797157195115
"EIF2AK4",167.381946789355,166.094183255214,164.888149691514,145.99161303111,149.546530552358,148.020246580192,175.062575651284,177.249699302136,176.694093830517,151.21018401485,152.654357855773,148.376703351446
"EIF2B1",32.1401931335014,32.6490811014425,32.0416439579709,37.5402543295313,35.0312147712436,35.0673667768322,30.3223164784042,30.1989499054638,30.3232972296237,32.6564063316806,31.1260805620346,32.0669828674601
"EIF2B2",23.7820932938227,22.5963261163478,23.7585821851219,25.7035185633979,26.1646417820338,26.1078887506963,22.6050917266043,24.0238548104,23.2309108519977,24.7811525884165,26.9132377045076,23.271676109807
"EIF2B3",19.7267652466101,20.4933017055194,19.2167033130097,21.5653457691692,21.9788992033713,21.1068984865293,20.5879419179551,20.1230371629354,18.9353334421525,20.1728675143647,20.7807814348352,19.3788709058665
"EIF2B4",25.5829338842798,25.5196791980667,24.6144985683163,26.9840097676498,26.5547109829127,26.5158245124259,23.8153816117938,24.1677964210075,23.5386936570644,24.342900693766,29.670266363562,24.6949830124978
"EIF2B5",38.3537805143152,38.809003666493,41.1530119081049,45.0358125983229,43.8377771141644,41.7303175517495,38.1176244486034,39.0081764746458,36.8670273025654,42.4174712579862,43.8419090035612,40.1202236331121
"EIF2B5-AS1",2.84560307041693,3.13216401612742,3.61693697414407,2.04566277752438,2.29540722055686,2.44761457037778,3.21442582410551,3.36823368821665,3.2116466615665,2.32406307769179,2.26746282239987,2.5789834476106
"EIF2D",33.3361712355607,34.2599083097366,32.5800429732061,35.8225222262665,35.3462706642612,35.4601938066459,36.9593900423467,37.4536070800843,34.0702183347846,37.7959058234905,41.8836456569431,38.7334117792083
"EIF2S1",102.235507413965,105.121390407934,102.475279233097,126.347004068318,126.517445038928,120.613006884727,93.17930728986,91.9355066950417,96.5099821800732,121.900428515045,103.903907174176,116.029925109953
"EIF2S2",143.46238474817,144.243610476039,142.841400272781,163.450017498837,166.814594022038,164.050611142975,153.069135802142,145.366632552564,153.530092283968,163.428115623287,160.938327144427,162.025851597762
"EIF2S3",193.116096295735,195.879571541911,190.593251393256,223.13340021409,222.714511040305,222.204120287321,192.201842089936,189.974137679843,191.066212641027,220.799272741164,199.961877650389,217.36451057503
"EIF3A",403.072114143454,414.086997998788,397.669795714481,451.248223527648,453.275414082905,443.320411876696,369.619928162934,369.915545100341,379.429289341902,439.619771776179,434.901945998594,428.95063842546
"EIF3B",318.460100141443,305.922933975188,310.24207870206,305.725082888338,288.186126141678,284.603183100038,283.507152138212,285.954403632957,281.688175941561,270.945913777531,285.004616801875,256.852153362501
